kind,kappa_hat,r_emp
astroturf,1678.4842342384813,0.892366349697113
astroturf,1487.6638209409125,0.8794882893562317
astroturf,2262.591216699567,0.9189208149909973
astroturf,1167.0491212250588,0.8492259383201599
astroturf,1877.627192397989,0.9031728506088257
astroturf,1846.398073604318,0.901623547077179
astroturf,1735.6000628553927,0.8957040309906006
astroturf,2075.4174487624664,0.9119572043418884
astroturf,2045.778017063614,0.9107435345649719
astroturf,1807.157653871237,0.8996052742004395
astroturf,2599.2634330287983,0.929022490978241
astroturf,2198.778418713972,0.9166736602783203
astroturf,1662.8501073101359,0.8914152979850769
astroturf,1707.8770863344612,0.8941101431846619
astroturf,1793.425721869983,0.89887934923172
astroturf,1912.2669746100985,0.9048354029655457
astroturf,1368.647577600922,0.8697784543037415
astroturf,2302.7162079266104,0.9202728867530823
astroturf,1986.2923627510688,0.9082041382789612
astroturf,1704.6732070042272,0.8939228057861328
astroturf,1285.7989956130339,0.8620464205741882
astroturf,2221.535555105619,0.9174891710281372
astroturf,1683.025812304469,0.8926395177841187
astroturf,1934.5661337023796,0.9058758616447449
astroturf,1555.9745348645529,0.8844366669654846
astroturf,2925.5299399319724,0.9366714358329773
astroturf,1309.216654590468,0.8643229603767395
astroturf,1528.0765709610455,0.8824654817581177
astroturf,1407.4909181424882,0.8731142282485962
astroturf,2090.3311032365586,0.9125555157661438
astroturf,1552.8199697638008,0.8842170834541321
astroturf,2132.933602861988,0.9142208099365234
astroturf,1827.959690510531,0.9006853699684143
astroturf,1348.806852747689,0.8680063486099243
astroturf,2423.759670835683,0.9240919351577759
astroturf,1054.1591364328647,0.8346354365348816
astroturf,2165.262674653308,0.9154428839683533
astroturf,2013.4839198113862,0.9093825817108154
innocent,139.00185302751268,0.32411691546440125
innocent,137.19632828099589,0.3206930458545685
innocent,153.3889888775617,0.3505602777004242
innocent,92.6765824295102,0.22877298295497894
innocent,175.5609470372443,0.38846302032470703
innocent,191.533906755768,0.41372430324554443
innocent,174.6953939805209,0.38704630732536316
innocent,133.31625609294636,0.3132549822330475
innocent,173.03806372527524,0.38431963324546814
innocent,169.24485873886906,0.37800928950309753
innocent,142.14344185959118,0.3300181031227112
innocent,158.72037193832634,0.3599851131439209
innocent,171.43085762175448,0.38165777921676636
innocent,133.72842897131818,0.3140503168106079
innocent,157.58589376710668,0.3579963147640228
innocent,134.61098060898726,0.3157491385936737
innocent,165.35892689371727,0.3714431822299957
innocent,154.90540698645177,0.35326138138771057
innocent,168.90799996296974,0.37744417786598206
innocent,141.105426800116,0.32807618379592896
innocent,138.99041984430013,0.32409530878067017
innocent,158.43675066304158,0.35948875546455383
innocent,226.31347105369707,0.4632869064807892
innocent,133.33568656791869,0.3132925033569336
innocent,204.22860201841186,0.432647168636322
innocent,122.49831040437134,0.2919370234012604
innocent,137.9339506137012,0.3220946788787842
innocent,124.39126672622943,0.29572904109954834
innocent,143.50725791528126,0.33255770802497864
innocent,148.34939749750234,0.34146633744239807
innocent,151.9539513982659,0.34798914194107056
innocent,120.1833417950882,0.28726401925086975
innocent,203.68006118848803,0.4318498969078064
innocent,144.0083564614175,0.33348745107650757
innocent,178.31412853091416,0.39293617010116577
innocent,141.87924219303835,0.32952457666397095
innocent,149.73273768581703,0.3439805805683136
innocent,150.33075999254083,0.3450632691383362
innocent,117.02337555069754,0.28082212805747986
innocent,156.03014308939152,0.35525432229042053
innocent,147.85275539796652,0.34056034684181213
innocent,177.02614635414878,0.3908498287200928
innocent,129.3470002738785,0.30553242564201355
innocent,219.30921425881556,0.45387110114097595
innocent,136.08253622900259,0.3185691237449646
innocent,175.16793088239874,0.38782036304473877
innocent,121.89435609996437,0.2907216548919678
innocent,200.12177830380583,0.42663392424583435
innocent,147.38594431432617,0.3397071659564972
innocent,165.23901355423268,0.37123891711235046
innocent,164.69607160624471,0.37031280994415283
innocent,132.93341605768924,0.31251513957977295
innocent,180.91960872528992,0.39712315797805786
innocent,161.30804910353515,0.36448779702186584
innocent,166.1281790792221,0.3727512061595917
innocent,137.57160014723013,0.32140663266181946
innocent,234.90811256230052,0.47447457909584045
innocent,176.4673008535365,0.38994115591049194
innocent,153.40722188764965,0.35059285163879395
innocent,113.95984853609944,0.2745073437690735
innocent,147.11944515011845,0.3392193913459778
innocent,199.88258112783654,0.42628052830696106
innocent,128.4246303863132,0.3037213981151581
innocent,168.86639089663456,0.3773743212223053
innocent,189.2812607521025,0.41026151180267334
innocent,173.37735949123933,0.38487935066223145
innocent,259.5613194561564,0.5044598579406738
innocent,137.9139106819572,0.3220566511154175
innocent,161.79752912980774,0.36533427238464355
innocent,150.22728236460566,0.34487611055374146
innocent,156.12776366137027,0.3554268777370453
innocent,135.96252633770285,0.3183397352695465
innocent,180.99686645719441,0.3972466289997101
innocent,174.51608210653552,0.386752188205719
innocent,117.42205522117949,0.28163889050483704
innocent,150.96840713448645,0.3462148904800415
innocent,185.82146930237488,0.4048800468444824
innocent,195.64312428844488,0.4199586510658264
innocent,144.43820773982483,0.3342835605144501
innocent,154.2928994393515,0.352172315120697
innocent,153.63503702707334,0.350999653339386
innocent,122.51027521472962,0.29196107387542725
innocent,135.7045276704801,0.31784623861312866
innocent,185.80917992646584,0.40486079454421997
innocent,156.29718072328959,0.3557261824607849
innocent,165.87372299549543,0.37231898307800293
innocent,142.2955428578722,0.33030200004577637
innocent,170.71971509579544,0.38047441840171814
innocent,124.98746990021046,0.29691794514656067
innocent,142.4740075676015,0.3306348919868469
innocent,119.31192629151141,0.2854948341846466
innocent,202.9700948115507,0.43081530928611755
innocent,216.204298720028,0.44960907101631165
innocent,200.26688857950467,0.4268481433391571
innocent,232.59617557172052,0.47150400280952454
innocent,167.2121116029334,0.37458741664886475
innocent,172.62414108354514,0.3836357593536377
innocent,116.43368115358494,0.2796119153499603
innocent,138.19038057159537,0.322581022977829
innocent,114.125127300493,0.2748497724533081
innocent,266.2173888106938,0.512052595615387
innocent,178.16895885468804,0.39270156621932983
innocent,200.2815498079661,0.42686977982521057
innocent,160.79530273306534,0.3635993003845215
innocent,230.95932558978814,0.4693836569786072
innocent,160.67118324508775,0.363383948802948
innocent,131.795562656443,0.31030991673469543
innocent,227.23557148319756,0.4645062983036041
innocent,122.38206979011314,0.29170331358909607
innocent,144.1288091020677,0.3337106704711914
innocent,136.89915995481633,0.3201272487640381
innocent,139.63311185854627,0.3253084123134613
innocent,136.6122665204125,0.31958040595054626
innocent,127.28487554997501,0.3014749586582184
innocent,139.0398778822232,0.324188768863678
innocent,171.9338578398269,0.38249272108078003
innocent,149.52793722805467,0.3436092138290405
innocent,129.6519657285555,0.3061298429965973
innocent,147.8968096316035,0.3406407833099365
innocent,125.12965536403566,0.29720109701156616
innocent,130.1549746598285,0.30711373686790466
innocent,371.8482461164192,0.6094906330108643
innocent,124.1951734983923,0.295337438583374
innocent,137.33052054792492,0.3209483325481415
innocent,142.024630300211,0.3297962248325348
